,id,gnaf_address_id,street,suburb,postcode,state_code,latitude,longitude,type,land_sqm,bed,bath,car,floorplan,Unnamed: 0,Beds,Baths,Car,Lot,Valuation,SateType1,SaleType2,DateSold1,DateSold2,SoldPrice1,SoldPrice2,Picture,Blob,Street_Numb,Street_Name,Street_Suff
1224,2724723,11585959,6 Panaview Crescent,North Rocks,2151,NSW,-33.777203,151.02937,house,771,3,3,4,TRUE,1224,5,3,4,752,"$1,501,833",Private Sale            , ,Aug-01, ,"$672,000", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/zwCqsPg2KhR8-O1cDd5ng0rpWPwFa8ZYlqzjNOuZxBE1/6-panaview-crescent-north-rocks-nsw-2151_img0.jpg,"6 Panaview Crescent, North Rocks 2151 NSW is a house. It has 5 bedrooms and 3 bathrooms. This property is on a 752 sqm block of land. According to our records, this was last sold for $672,000 in August 2001. ",6,Panaview,Crescent
1225,68277,11591811,43 Dunstable Road,Blacktown,2148,NSW,-33.757749,150.91861,house,676,1,1,2,TRUE,1225,3,1,2,672,"$675,000", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/jdSNhDax7QHesrmOW2O6PKUCwhr0G7h-qliT4nDp9hU1/43-dunstable-road-blacktown-nsw-2148_img0.jpg,"43 Dunstable Road, Blacktown 2148 NSW is a house with 3 bedrooms and 1 bathroom. The land area of this property is 672 square metres. ",43,Dunstable,Road
1226,3993652,11605161,21 Woodbury Street,North Rocks,2151,NSW,-33.77015,151.0204,house,727,2,2,1,TRUE,1226,4,2,1,728,"$1,231,167",Private Sale            , ,Feb-98, ,"$337,000", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/gmTAMDlDdS0ayhmcSMWaVwhuuVnPMFoVuVwYBEsNvl81/21-woodbury-street-north-rocks-nsw-2151_img0.jpg,"21 Woodbury Street, North Rocks 2151 NSW is a house. It has 4 bedrooms and 2 bathrooms. The block size is 728 square metres. The last time this property sold was in February 1998 for $337,000. ",21,Woodbury,Street
1232,4091721,11633685,6 De Castella Drive,Blacktown,2148,NSW,-33.781398,150.879919,house,525,2,2,2,TRUE,1232,0,0,0,526,"$525,000",Private Sale            , ,Feb-08, ,"$430,000", ,https://p360images.realestateview.com.au/default/6-de-castella-drive-blacktown-nsw-2148-xl,"The block size of this property is 526 sqm. In February 2008 this home sold for $430,000. ",6,De Castella,Drive
1234,3984670,11641329,5B Ollier Crescent,Prospect,2148,NSW,-33.798336,150.9105,house,,1,1,2,FALSE,1234,3,1,2,0,"$535,667", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/qMRVkfI1AM-eHyyLqB_dO-5S2jLUsQLaH2MAumcayZM1/5b-ollier-crescent-prospect-nsw-2148_img0.jpg,"This is a unit in Prospect, 2148 with 3 bedrooms and 1 bathroom. ",5B,Ollier,Crescent
1239,759223,11701408,47 Patterson Road,Lalor Park,2147,NSW,-33.75908,150.92632,house,747,1,1,2,FALSE,1239,0,0,0,0,"$683,333", , , , , , ,https://p360images.realestateview.com.au/default/47-patterson-road-lalor-park-nsw-2147-xl,The block size of this property is 747 sqm. ,47,Patterson,Road
1240,51096,11702612,107 Windsor Road,Northmead,2152,NSW,-33.78488,150.99622,house,689,1,1,3,TRUE,1240,3,1,3,692,"$969,667",Private Sale            ,Private Sale            ,Oct-13,Sep-03,"$606,000","$385,500",https://p360images.realestateview.com.au/default/107-windsor-road-northmead-nsw-2152-xl,"107 Windsor Road, Northmead 2152 NSW is a house. It has 3 bedrooms and 1 bathroom. This property is on a 692 square metre block of land. The last sold price we have on record for this address is $606,000 which is from October 2013. ",107,Windsor,Road
1241,4079609,11712621,4 Nulang Street,Old Toongabbie,2146,NSW,-33.78817,150.968773,house,303,3,3,2,TRUE,1241,0,0,0,0,"$736,684", , , , , , ,https://p360images.realestateview.com.au/default/4-nulang-street-old-toongabbie-nsw-2146-xl,"This property is on a 614 sqm block of land. In February 2017 this sold for $760,000. ",4,Nulang,Street
1248,4072497,11766228,10 Craig Street,Blacktown,2148,NSW,-33.78342,150.89865,house,601,1,1,1,TRUE,1248,0,0,0,594,"$525,000",Private Sale            ,Private Sale            ,Aug-01,Dec-97,"$219,000","$127,000",https://p360images.realestateview.com.au/default/10-craig-street-blacktown-nsw-2148-xl,"The block size of this property is 594 sqm. This last sold for $219,000 in August 2001. ",10,Craig,Street
1249,37149,11768158,3 Madeira Avenue,Kings Langley,2147,NSW,-33.750862,150.92804,house,696,1,1,7,TRUE,1249,3,1,7,705,"$665,000",Private Sale            ,Private Sale            ,Mar-09,Apr-92,"$480,000","$166,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/DCuY8TpF2lEvvHT01KbPN2Ygwy1EKJ4hEonjehW4w8c1/3-madeira-avenue-kings-langley-nsw-2147_img0.jpg,"3 Madeira Avenue, Kings Langley 2147 NSW is a house. This property has 3 bedrooms and 1 bathroom. This property is on a 705 sqm block of land. In March 2009 it sold for $480,000. ",3,Madeira,Avenue
1251,3587957,11786036,56 Ollier Crescent,Prospect,2148,NSW,-33.797325,150.9065,house,632,1,1,1,FALSE,1251,4,1,1,588,"$667,667",Private Sale            ,Private Sale            ,Nov-05,Aug-01,"$395,000","$280,000",https://p360images.realestateview.com.au/default/56-ollier-crescent-prospect-nsw-2148-xl,"This is a house in Prospect with 4 bedrooms and 1 bathroom. Its postcode is 2148. The land area of this property is 632 sqm. Last time it sold, it went for $395,000, which was in 2005. ",56,Ollier,Crescent
1255,28726,11825056,91 Faulkland Crescent,Kings Park,2148,NSW,-33.741895,150.904517,house,559,1,1,2,TRUE,1255,4,1,2,554,"$732,667",Private Sale            ,Private Sale            ,Jun-14,Mar-10,"$570,000","$425,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/qK9odFobFzdXSXeo1OzVseVhbjLYHAuqrde_DEXNyVY1/91-faulkland-crescent-kings-park-nsw-2148_img0.jpg,"91 Faulkland Crescent, Kings Park 2148 NSW is a house with 4 bedrooms and 1 bathroom. The block size of this property is 559 square metres. According to our data, this last sold for $570,000 in June 2014. ",91,Faulkland,Crescent
1260,222467,11875983,1A Cannon Street,Prospect,2148,NSW,-33.795267,150.920649,house,,1,1,3,TRUE,1260,4,1,3,543,"$691,000", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/0fG9hr_-uXZ8JQPoX5sKOm-iATVPmNans-QS5IVCR1o1/1a-cannon-street-prospect-nsw-2148_img0.jpg,"1A Cannon Street, Prospect 2148 NSW is a house with brick veneer walls. This property has 4 bedrooms and 1 bathroom. It is on a block of land that is 543 square metres. ",1A,Cannon,Street
1261,222479,11909077,76 Norman Street,Prospect,2148,NSW,-33.798684,150.908264,house,570,2,2,2,TRUE,1261,4,2,2,570,"$662,933",Private Sale            , ,Jan-95, ,"$37,500", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/7Nawj-hVbPDLPTJt4-cMIxq4Qwo7ZKzf0NFJ8j8t1TA1/76-norman-street-prospect-nsw-2148_img0.jpg,"76 Norman Street, Prospect 2148 NSW is a house. This property has 4 bedrooms and 2 bathrooms. Its land area is 558 square metres. ",76,Norman,Street
1268,861380,11983406,63 Christine Crescent,Lalor Park,2147,NSW,-33.763534,150.934624,house,594,1,1,0,TRUE,1268,3,1,0,0,"$666,667", ,Private Sale            , ,Mar-59, ,"$5,750",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/d3sAlutmgINkrdm7zGuaw6SfEwO1hYlSqHrqSdVIQF41/63-christine-crescent-lalor-park-nsw-2147_img0.jpg,This property is on a 595 sqm block of land. ,63,Christine,Crescent
1269,4063707,11985254,22 Faulkland Crescent,Kings Park,2148,NSW,-33.73969,150.90753,house,557,1,1,1,TRUE,1269,1,1,1,558,"$731,000",Private Sale            , ,Mar-13, ,"$425,000", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/h_sGiZLusWubs8fobH5844xZcm61ShBnuA42G30v_U41/22-faulkland-crescent-kings-park-nsw-2148_img0.jpg,"This is a house in Kings Park with 3 bedrooms and 1 bathroom. Its postcode is 2148. The block size is 557 square metres. Last time it sold was for $425,000, which was in March 2013. ",22,Faulkland,Crescent
1270,128454,11987565,3/76 Metella Road,Toongabbie,2146,NSW,-33.791824,150.940376,house,346,2,2,2,FALSE,1270,3,2,2,0,"$675,000", ,Private Sale            , ,Nov-97, ,"$197,500",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/nL1psX8NLCHugDKxr5Me77qI0ayV51otsMcW1KMX2Hw1/3-76-metella-road-toongabbie-nsw-2146_img0.jpg,"3/76 Metella Road is a house in Toongabbie with 3 bedrooms and 2 bathrooms. Its postcode is 2146. The block size of this property is 344 square metres. Last time it sold was for $197,500, which was in 1997. ",Mar-76,Metella,Road
1277,1589377,12022876,315 Flushcombe Road,Blacktown,2148,NSW,-33.79465,150.90433,house,,2,2,1,FALSE,1277,4,2,1,254,"$704,600", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/SVgbAqurUUYwXZFslUH476xnSBTvmnridnUgF4d9QRw1/315-flushcombe-road-blacktown-nsw-2148_img0.jpg,"This is a house in Blacktown with 4 bedrooms and 2 bathrooms. Its postcode is 2148. The land area of this property is 243 square metres. Last time it sold, it went for $650,000, which was in 2018. ",315,Flushcombe,Road
1281,68526,12053918,14 Mort Street,Blacktown,2148,NSW,-33.759155,150.91858,house,257,3,3,2,TRUE,1281,5,3,2,704,"$761,667",Private Sale            , ,Oct-14, ,"$600,000", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/vESZ2Q9R8kNxa7y30wltqQ-QskXP05a7zyGlLqebAjQ1/14-mort-street-blacktown-nsw-2148_img0.jpg,"14 Mort Street, Blacktown 2148 NSW is a house. This property has 5 bedrooms and 3 bathrooms. This is on a 257 sqm block of land. In October 2014 this sold for $600,000. ",14,Mort,Street
1284,1035647,12077298,8 Randal Crescent,North Rocks,2151,NSW,-33.768402,151.01217,house,,2,2,2,TRUE,1284,0,0,0,885,"$1,081,667",Private Sale            , ,Mar-95, ,"$317,000", ,https://p360images.realestateview.com.au/default/8-randal-crescent-north-rocks-nsw-2151-xl,"This is on a 885 sqm block of land. In March 1995 it sold for $317,000. ",8,Randal,Crescent
1286,68333,12088671,34 Rutherford Street,Blacktown,2148,NSW,-33.776998,150.891828,house,556,1,1,3,FALSE,1286,3,1,2,546,"$602,333",Private Sale            , ,Jun-18, ,Price, ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/i7iwj5WPYBHCxNvPY1bx5bnPL-lQKoJc_VgKV_BlENY1/34-rutherford-street-blacktown-nsw-2148_img0.jpg,"34 Rutherford Street is a house in Blacktown with 3 bedrooms and 1 bathroom. Its postcode is 2148. Its block size is 546 sqm. The last time this property sold was in June 2018 for $667,500. ",34,Rutherford,Street
1287,4077243,12102777,14 Athabaska Avenue,Seven Hills,2147,NSW,-33.786832,150.939749,house,569,2,2,4,TRUE,1287,4,2,4,567,"$860,000", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/Ap9GeqZ4q0pWb2gCeZ3T_BgiKyqpWVumTe0CIM1_Alo1/14-athabaska-avenue-seven-hills-nsw-2147_img0.jpg,"14 Athabaska Avenue, Seven Hills 2147 NSW is a house. It has 4 bedrooms and 2 bathrooms. It is on a block of land that is 567 sqm. The last time this property sold was in May 2018 for $905,000. ",14,Athabaska,Avenue
1288,4098157,12115268,22 Marcus Street,Kings Park,2148,NSW,-33.740315,150.903058,house,557,1,1,1,TRUE,1288,3,1,1,581,"$643,333",Private Sale            ,Private Sale            ,May-08,Sep-98,"$387,500","$181,000",https://p360images.realestateview.com.au/default/22-marcus-street-kings-park-nsw-2148-xl,"22 Marcus Street, Kings Park 2148 NSW is a house. It has 3 bedrooms and 1 bathroom. The land area of this property is 557 sqm. This house previously sold for $387,500 in May 2008. ",22,Marcus,Street
1296,4077284,12164141,107 Mississippi Road,Seven Hills,2147,NSW,-33.791281,150.932273,house,556,1,1,1,TRUE,1296,3,1,1,566,"$651,667", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/NTm8ljjKwNWCdM_OynZoMN0fym3ay_59RGKRwFUnNZg1/107-mississippi-road-seven-hills-nsw-2147_img0.jpg,"107 Mississippi Road is a house in Seven Hills with 3 bedrooms and 1 bathroom. Its postcode is 2147. The land area is 566 square metres. The last time this property sold was in 2018 for $830,000. ",107,Mississippi,Road
1303,4073475,12230824,10 Raine Avenue,North Rocks,2151,NSW,-33.761691,151.01597,house,766,2,2,2,TRUE,1303,3,2,2,785,"$1,220,000",Auction            , ,May-18, ,"$1,030,000", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/wm6NXPOCs9ahQWDZ9CFCIDvluaQaW_Ag4bgoafGi8bo1/10-raine-avenue-north-rocks-nsw-2151_img0.jpg,"This is a house in North Rocks with 3 bedrooms and 2 bathrooms. Its postcode is 2151. The size of this block is 785 square metres. 10 Raine Avenue North Rocks last sold for $1,030,000 in 2018. ",10,Raine,Avenue
1304,4145162,12235119,49 Abbott Road,Seven Hills,2147,NSW,-33.766922,150.94925,house,645,2,2,1,TRUE,1304,3,2,1,653,"$769,000",Private Sale            , ,Sep-09, ,"$367,500", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/VI3fQXjWhQci7-sP16obXbIPYcxqh3QJSRMypf1ma-c1/49-abbott-road-seven-hills-nsw-2147_img0.jpg,"49 Abbott Road, Seven Hills 2147 NSW is a house. It has 3 bedrooms and 2 bathrooms. The block size of this property is 653 square metres. It last sold in 2009 for $367,500. ",49,Abbott,Road
1305,124432,12237059,1 Nunga Place,Marayong,2148,NSW,-33.746825,150.88956,house,,1,1,1,FALSE,1305,3,0,0,549,"$645,000", , , , , , ,https://p360images.realestateview.com.au/default/1-nunga-place-marayong-nsw-2148-xl,"This is a house in Marayong, 2148 with 3 bedrooms and 1 bathroom. The block size is 549 square metres. ",1,Nunga,Place
1306,3089407,12240516,10 Glenn Avenue,Northmead,2152,NSW,-33.79133,150.98987,house,720,1,1,0,TRUE,1306,0,0,0,732,"$893,333",Private Sale            , ,Sep-83, ,"$48,600", ,https://p360images.realestateview.com.au/default/10-glenn-avenue-northmead-nsw-2152-xl,10 Glenn Avenue is a house in Northmead with 4 bedrooms and 1 bathroom. Its postcode is 2152. Its land area is 732 square metres. ,10,Glenn,Avenue
1307,1755848,12242764,27A Webb Street,North Parramatta,2151,NSW,-33.802917,151.018723,house,,3,3,2,TRUE,1307,4,3,2,0,"$850,333",Private Sale            ,Private Sale            ,Oct-15,Apr-06,"$980,000","$585,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/yPU09O3VTmcYzFRgm-yQ0kA7bxZYpYw1RCY5k3d9byc1/27a-webb-street-north-parramatta-nsw-2151_img0.jpg,"This is a house in North Parramatta with 4 bedrooms and 3 bathrooms. Its postcode is 2151. This property is on a 478 sqm block of land. Last time it sold was for $980,000, which was in 2015. ",27A,Webb,Street
1310,3899611,12245098,1 Randal Crescent,North Rocks,2151,NSW,-33.76861,151.01161,house,914,3,3,4,TRUE,1310,0,0,0,0,"$1,015,000", , , , , , ,https://p360images.realestateview.com.au/default/1-randal-crescent-north-rocks-nsw-2151-xl,"This is a house in North Rocks, 2151 with 4 bedrooms and 3 bathrooms. ",1,Randal,Crescent
1314,124431,12293138,11 Daffodil Street,Marayong,2148,NSW,-33.748264,150.893659,house,,1,1,2,FALSE,1314,3,1,1,556,"$615,667",Private Sale            ,Private Sale            ,Oct-09,Oct-02,"$320,000","$290,000",https://p360images.realestateview.com.au/default/11-daffodil-street-marayong-nsw-2148-xl,"This is a house in Marayong with 3 bedrooms and 1 bathroom. Its postcode is 2148. This is on a 556 sqm block of land. The last sold price we have on record for this property is $320,000 which is from October 2009. ",11,Daffodil,Street
1318,2964248,12302161,47 Abercrombie Avenue,Seven Hills,2147,NSW,-33.794914,150.92796,house,561,1,1,3,TRUE,1318,3,1,3,0,"$655,000", ,Private Sale            , ,Dec-04, ,"$392,500",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/oZqu42xMU4wmfUBqHVmXjN_yTy1MwndziNUzL0z-vdY1/47-abercrombie-avenue-seven-hills-nsw-2147_img0.jpg,"This is a house in Seven Hills with 3 bedrooms and 1 bathroom. Its postcode is 2147. Its land area is 576 square metres. According to our records, this was last sold for $392,500 in December 2004. ",47,Abercrombie,Avenue
1320,1637598,12312948,27 Grasmere Avenue,Northmead,2152,NSW,-33.781032,151.005476,house,,2,2,2,TRUE,1320,5,2,2,718,"$1,028,333", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/Z4kPpMtx7OexuEUM4CMcVYPRMw63Ae_k3eWFAwYoI2U1/27-grasmere-avenue-northmead-nsw-2152_img0.jpg,"27 Grasmere Avenue, Northmead 2152 NSW is a house with 5 bedrooms and 2 bathrooms. The block size of this property is 718 sqm. ",27,Grasmere,Avenue
1322,4077282,12327337,16 Brahms Street,Seven Hills,2147,NSW,-33.765164,150.955296,house,,3,3,2,TRUE,1322,5,3,2,562,"$1,061,033",Private Sale            , ,Jun-18, ,"$1,160,000", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/68Keo9ra5vIxx5MzeYNhfuRg_0PIvLpfU73sqL9sA2U1/16-brahms-street-seven-hills-nsw-2147_img0.jpg,"16 Brahms Street, Seven Hills 2147 NSW is a house. It has 5 bedrooms and 3 bathrooms. Its land area is 562 sqm. This last sold for $1,160,000 in June 2018. ",16,Brahms,Street
1329,3572443,12395549,4 Dorlton Street,Kings Langley,2147,NSW,-33.749953,150.932503,house,698,2,2,2,TRUE,1329,4,2,2,700,"$948,333", ,Private Sale            , ,May-14, , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/fCn6VaeHniJipPSbyavxqIH6xaa2YZYjUtYtlQGGEIk1/4-dorlton-street-kings-langley-nsw-2147_img0.jpg,"4 Dorlton Street is a house in Kings Langley with 4 bedrooms and 2 bathrooms. Its postcode is 2147. The size of this block is 700 sqm. Last time it sold was for $1,005,000, which was in March 2017. ",4,Dorlton,Street
1332,216226,12415156,21 Geneva Crescent,Seven Hills,2147,NSW,-33.787729,150.93632,house,556,1,1,1,TRUE,1332,4,1,1,569,"$746,667",Private Sale            , ,Apr-14, ,"$575,000", ,https://p360images.realestateview.com.au/default/21-geneva-crescent-seven-hills-nsw-2147-xl,"This is a house in Seven Hills, 2147 with 4 bedrooms and 1 bathroom. The land area is 569 square metres. According to our records, this last sold for $740,000 in June 2018. ",21,Geneva,Crescent
1333,1032913,12432797,5 Newman Street,Blacktown,2148,NSW,-33.774421,150.896587,house,305,2,2,2,TRUE,1333,4,2,2,0,"$742,267", ,Auction            , ,Sep-16, ,"$831,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/g2RG6nwYa3u4GqXUc_6_xKwJlYAXIdfQqw5_Pxtywuc1/5-newman-street-blacktown-nsw-2148_img0.jpg,"5 Newman Street, Blacktown 2148 NSW is a house. It has 3 bedrooms and 2 bathrooms. The land area is 611 square metres. In August 2016 this home sold for $831,000. ",5,Newman,Street
1336,128540,12441535,11 Kansas Place,Toongabbie,2146,NSW,-33.798046,150.93683,house,556,1,1,2,TRUE,1336,4,2,3,561,"$901,667",Private Sale            , ,Mar-02, ,"$320,000", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/JWh-IFDqn4L9L3JYBftcfOfVF1rwG5djH-hVqpf16JA1/11-kansas-place-toongabbie-nsw-2146_img0.jpg,"11 Kansas Place is a house in Toongabbie with 3 bedrooms and 1 bathroom. Its postcode is 2146. The block size of this property is 561 square metres. In March 2002 this home sold for $320,000. ",11,Kansas,Place
1337,28729,12444757,28 Wellesley Crescent,Kings Park,2148,NSW,-33.739504,150.915861,house,,1,1,2,TRUE,1337,3,1,2,550,"$690,000",Private Sale            ,Private Sale            ,Mar-10,Oct-03,"$418,000","$376,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/iIb2fLE7Okuv-zcFEsttGOHIu6Rp8KjYPzhA5ECEFqA1/28-wellesley-crescent-kings-park-nsw-2148_img0.jpg,"This is a house in Kings Park, 2148 with 3 bedrooms and 1 bathroom. Its block size is 559 sqm. This house previously sold for $418,000 in March 2010. ",28,Wellesley,Crescent
1338,329576,12446668,27 Upwey Street,Prospect,2148,NSW,-33.793498,150.906262,house,737,1,1,1,TRUE,1338,3,1,1,783,"$582,167",Private Sale            ,Private Sale            ,Jul-18,Jun-97,"$160,000", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/iM4dZ_zzryxj9xUTlC6Du-pu9NzNb_9tzE3wBpjgW2k1/27-upwey-street-prospect-nsw-2148_img0.jpg,"This is a house in Prospect, 2148 with 3 bedrooms and 1 bathroom. The block size is 738 sqm. In July 2018 this property sold for $700,000. ",27,Upwey,Street
1342,68537,12491954,179 Bungarribee Road,Blacktown,2148,NSW,-33.77607,150.8994,house,764,1,1,1,FALSE,1342,3,1,1,769,"$725,333", ,Private Sale            , ,Aug-13, ,"$500,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/G-1VdmSKG3Clxrg3J38OlJAa_TxMJCpwE_y-0E53mr41/179-bungarribee-road-blacktown-nsw-2148_img0.jpg,"179 Bungarribee Road is a house in Blacktown with 3 bedrooms and 1 bathroom. Its postcode is 2148. This is on a 769 sqm block of land. Last time it sold, it went for $500,000, which was in August 2013. ",179,Bungarribee,Road
